	name	start	stop	strand
897	b3303	3444726	3445229	-
898	b3302	3444543	3444722	-
899	b3305	3445607	3446140	-
900	b3304	3445244	3445597	-
901	b3307	3446579	3446884	-
902	b3306	3446153	3446545	-
903	b1840	1923719	1924591	-
904	b4329	4559539	4560000	-
905	b2364	2476694	2477629	-
906	b2365	2477847	2479184	+
907	b2366	2479202	2480530	+
908	b2367	2480638	2482176	-
909	b2360	2474032	2474856	+
910	b2361	2474984	2475520	+
911	b2362	2475511	2475873	+
912	b2363	2475873	2476178	+
913	b2368	2482176	2483339	-
914	b2369	2483755	2484369	+
915	b1258	1315270	1315770	-
916	b3769	3952201	3952464	+
917	b3766	3950322	3950420	+
918	b3765	3948449	3949969	-
919	b3764	3948086	3948424	+
920	b3415	3546559	3547875	+
921	b3414	3545624	3546199	+
922	b3417	3550080	3552473	-
923	b3416	3547986	3550070	-
924	b2148	2236743	2237753	-
925	b2149	2237769	2239289	-
926	b2418	2536386	2537237	-
927	b2419	2537342	2537716	+
928	b2144	2232878	2233597	+
929	b2145	2233600	2233839	+
930	b2146	2234033	2235271	+
931	b2147	2235265	2236500	+
932	b2140	2229438	2230385	-
933	b2141	2230624	2231022	+
934	b2142	2231019	2231714	+
935	b2143	2231844	2232728	+
936	b3785	3969031	3970077	+
937	b3784	3967916	3969019	+
938	b3787	3971260	3972522	+
939	b3786	3970133	3971263	+
940	b3781	3965761	3966090	+
941	b3780	3964365	3965630	-
942	b2968	3110590	3111126	-
943	b2966	3109553	3110260	+
944	b2964	3105714	3106970	+
945	b2965	3107020	3109155	-
946	b2962	3104093	3104368	+
947	b2963	3104433	3105512	+
948	b2960	3102133	3102852	-
949	b2961	3103013	3104065	+
950	b2093	2174282	2174566	-
951	b2091	2171833	2172873	-
952	b2096	2176350	2177204	-
953	b2097	2177512	2178564	-
954	b2094	2174597	2175049	-
955	b2095	2175059	2176321	-
956	b2098	2178821	2180098	+
957	b2099	2180095	2181099	+
958	b4180	4409275	4410006	+
959	b2562	2699663	2699923	+
960	b2563	2700618	2700998	-
961	b2560	2697915	2698550	-
962	b2561	2698759	2699607	+
963	b2566	2702481	2703386	-
964	b2567	2703383	2704063	-
965	b2564	2700998	2701729	-
966	b2565	2701741	2702469	-
967	b4186	4413028	4414191	+
968	b2568	2704335	2705309	-
969	b2569	2705325	2707124	-
970	b3720	3900604	3902220	-
971	b4187	4414275	4415900	+
972	b3566	3731131	3732123	+
973	b1482	1556625	1557056	+
974	b1068	1126806	1127729	+
975	b1069	1127839	1129374	+
976	b1066	1125562	1126146	+
977	b1067	1126157	1126804	+
978	b1064	1123407	1124054	-
979	b1065	1124118	1125326	-
980	b1062	1121561	1122607	-
981	b1063	1122713	1123273	-
982	b1060	1120701	1120955	-
983	b1061	1121242	1121487	-
984	b1992	2064479	2065222	-
985	b1993	2065219	2065764	-
986	b1990	2062391	2063323	-
987	b1991	2063388	2064467	-
988	b1996	2068952	2069857	-
989	b1997	2069815	2070180	-
990	b1994	2066305	2067321	-
991	b4188	4416017	4416292	-
992	b2898	3041313	3042293	+
993	b2899	3042489	3043148	-
994	b2892	3036373	3038106	-
995	b1488	1562495	1563076	-
996	b0426	444683	445174	+
997	b2896	3040416	3040823	-
998	b2897	3040804	3041070	-
999	b2894	3038847	3039743	-
1000	b1489	1563334	1565733	-
1001	b2788	2919406	2920746	-
1002	b2789	2920748	2922100	-
1003	b2786	2915057	2917813	+
1004	b2787	2918045	2919385	-
1005	b2784	2911417	2913651	-
1006	b2785	2913699	2915000	-
1007	b2782	2910756	2911091	-
1008	b2783	2911091	2911339	-
1009	b2780	2908029	2909666	-
1010	b2781	2909894	2910685	-
1011	b4322	4551636	4552820	+
1012	b0425	443604	444515	-
1013	b1208	1262026	1262877	-
1014	b1209	1262877	1263500	-
1015	b4326	4556993	4557385	+
1016	b4327	4557378	4558289	-
1017	b4324	4554576	4555349	+
1018	b0424	443051	443641	-
1019	b1202	1253085	1255952	-
1020	b1203	1256721	1257812	-
1021	b1200	1249768	1250838	-
1022	b1201	1251066	1252985	+
1023	b1206	1259124	1260803	-
1024	b1207	1260928	1261875	-
1025	b1204	1257929	1258513	-
1026	b1205	1258791	1259069	+
1027	b1198	1247696	1249114	-
1028	b1199	1249125	1249757	-
1029	b3725	3907593	3908366	-
1030	b3981	4177358	4177741	+
1031	b1192	1242166	1243080	-
1032	b1193	1243180	1243791	+
1033	b1190	1238879	1239949	+
1034	b1191	1240335	1242071	-
1035	b1196	1245160	1245600	+
1036	b1197	1245679	1247376	-
1037	b1194	1243793	1244527	-
1038	b1195	1244728	1244982	+
1039	b0821	857796	859061	-
1040	b0820	855963	857555	+
1041	b0823	860174	862606	-
1042	b0822	859213	860028	-
1043	b0825	863642	864304	+
1044	b0824	862612	863511	-
1045	b0420	438315	440177	-
1046	b0826	864380	865129	-
1047	b0829	867520	869391	+
1048	b0828	866568	867533	+
1049	b0422	441101	441343	-
1050	b2914	3058666	3059325	-
1051	b1668	1747131	1748735	+
1052	b1669	1748747	1749559	-
1053	b1848	1930457	1930747	-
1054	b1849	1930881	1932059	+
1055	b1660	1739911	1741122	+
1056	b1661	1741413	1742561	+
1057	b1662	1742601	1743242	-
1058	b1663	1743457	1744830	+
1059	b1664	1744871	1746127	-
1060	b1841	1924595	1924969	-
1061	b1842	1925108	1925338	+
1062	b1667	1746700	1747005	+
1063	b1440	1511654	1512799	+
1064	b1441	1512817	1513830	+
1065	b1442	1513831	1514772	+
1066	b1443	1514762	1515556	+
1067	b1444	1515578	1517002	+
1068	b1445	1517389	1517562	+
1069	b1446	1517648	1517881	+
1070	b1447	1517882	1518331	-
1071	b0133	147944	148795	-
1072	b0132	146968	147870	+
1073	b0131	146314	146694	-
1074	b0130	145081	146310	+
1075	b0137	151626	152231	-
1076	b0136	151003	151599	-
1077	b1338	1403255	1404565	-
1078	b1339	1404741	1405649	+
1079	b1686	1765222	1765632	-
1080	b1687	1765629	1768685	-
1081	b1684	1764018	1764386	-
1082	b1685	1764934	1765122	-
1083	b1682	1761766	1762512	-
1084	b1683	1762522	1764009	-
1085	b1680	1759303	1760523	-
1086	b1681	1760520	1761791	-
1087	b4086	4308489	4309469	-
1088	b4257	4479730	4480926	+
1089	b4254	4477307	4478311	-
1090	b4255	4478473	4478889	+
1091	b4156	4383839	4385341	+
1092	b4253	4475437	4477251	+
1093	b1688	1769074	1770186	+
1094	b1689	1770615	1770971	+
1095	b0194	217057	218775	-
1096	b4001	4200566	4201261	+
1097	b0629	660425	661378	-
1098	b0628	659251	660216	-
1099	b0627	658947	659150	+
1100	b1501	1584207	1586486	-
1101	b4151	4379007	4379366	-
1102	b0624	657555	657938	-
1103	b0623	657292	657501	+
1104	b0622	656557	657117	+
1105	b0621	654583	655968	-
1106	b0620	653862	654542	+
1107	b0007	6529	7959	-
1108	b0006	5683	6459	-
1109	b0005	5234	5530	+
1110	b0004	3734	5020	+
1111	b0003	2801	3733	+
1112	b0002	337	2799	+
1113	b0001	190	255	+
1114	b0552	574737	575753	-
1115	b0192	215269	215979	+
1116	b0559	579880	580086	+
1117	b0558	579184	579594	-
1118	b0009	9306	9893	+
1119	b0008	8238	9191	+
1120	b4078	4296436	4297125	-
1121	b4079	4297219	4299366	-
1122	b1538	1625335	1627380	-
1123	b1539	1627517	1628263	+
1124	b1534	1621332	1622519	+
1125	b1535	1622960	1623850	-
1126	b1536	1624105	1624497	-
1127	b1537	1624773	1625291	+
1128	b1530	1619120	1619554	+
1129	b1531	1619574	1619957	+
1130	b1532	1619989	1620207	+
1131	b1533	1620238	1621137	-
1132	b0198	220968	221621	-
1133	b0959	1021138	1021767	+
1134	b0958	1020410	1020919	-
1135	b0489	514856	515773	-
1136	b0488	514401	514859	-
1137	b4390	4627315	4628547	+
1138	b1921	2000473	2001024	-
1139	b0483	508218	508559	+
1140	b0482	507286	508080	-
1141	b0481	506603	507082	-
1142	b0480	504914	506566	+
1143	b0487	513993	514400	+
1144	b0486	512576	513868	+
1145	b0485	511641	512573	+
1146	b0484	508875	511379	-
1147	b4277	4501260	4501589	+
1148	b1492	1568954	1570489	-
1149	b2846	2987536	2988168	+
1150	b4305	4530530	4531651	-
1151	b0313	328747	329334	-
1152	b4671	313141	313242	-
1153	b0311	325577	327247	-
1154	b0310	324696	325364	-
1155	b4674	1465165	1465230	-
1156	b0316	333501	334433	-
1157	b0315	332371	333459	+
1158	b0314	329463	331496	+
1159	b4678	2087052	2087114	-
1160	b4679	2228982	2229065	+
1161	b0319	335925	336788	+
1162	b0318	335280	335885	+
1163	b3512	3658366	3658893	+
1164	b4476	3575721	3577061	-
1165	b4477	3872995	3873612	-
1166	b4474	3502340	3503170	+
1167	b4475	3555833	3556849	-
1168	b4472	3392458	3396258	-
1169	b4473	3432436	3433560	-
1170	b1598	1671960	1672781	+
1171	b4471	3258285	3259649	-
1172	b3514	3660414	3663527	+
1173	b4478	3871850	3872998	-
1174	b3515	3663890	3664618	-
1175	b3516	3664986	3665810	-
1176	b3517	3666180	3667580	-
1177	b3266	3415033	3418137	+
1178	b1599	1672820	1673149	-
1179	b3267	3418390	3418611	+
1180	b4272	4498272	4498637	+
1181	b0450	472598	472936	+
1182	b0451	472966	474252	+
1183	b0452	474301	475161	-
1184	b2719	2843443	2844210	-
1185	b0453	475379	475951	+
1186	b2642	2773318	2775021	+
1187	b0454	475982	476371	-
1188	b4273	4498595	4499500	+
1189	b0900	948660	949568	-
1190	b3578	3744804	3746081	+
1191	b3579	3746094	3747080	+
1192	b3576	3743743	3744210	+
1193	b2647	2778146	2782726	-
1194	b3574	3741684	3742532	-
1195	b0901	949668	950258	+
1196	b3572	3739705	3740958	+
1197	b3573	3741109	3741582	-
1198	b3570	3736353	3737177	-
1199	b2646	2777453	2777782	+
1200	b3269	3420134	3421315	+
1201	b3740	3923057	3923680	-
1202	b3172	3318637	3319980	+
1203	b3173	3319988	3321613	-
1204	b3170	3317554	3318006	-
1205	b3176	3322733	3324070	-
1206	b3177	3324063	3324911	-
1207	b3175	3322173	3322505	-
1208	b3178	3325001	3326935	-
1209	b3179	3327035	3327664	-
1210	b4470	3255341	3256651	-
1211	b2617	2753605	2753946	+
1212	b3318	3451382	3451684	-
1213	b3319	3451681	3452286	-
1214	b3312	3448568	3448759	-
1215	b3313	3448759	3449169	-
1216	b3310	3447778	3448149	-
1217	b3311	3448314	3448568	-
1218	b3316	3450248	3450526	-
1219	b3317	3450543	3451364	-
1220	b3314	3449182	3449883	-
1221	b3315	3449901	3450233	-
1222	b1592	1665315	1666571	+
1223	b2311	2428057	2428626	-
1224	b2310	2427009	2427791	-
1225	b2313	2430275	2430763	-
1226	b2312	2428721	2430238	-
1227	b2315	2431674	2432942	-
1228	b2314	2431022	2431684	-
1229	b2317	2434082	2434741	-
1230	b2316	2433012	2433926	-
1231	b2319	2435636	2436649	-
1232	b2318	2434824	2435636	-
1233	b1828	1910276	1911649	+
1234	b3778	3960677	3962698	+
1235	b3779	3962745	3964229	-
1236	b2407	2524045	2524878	-
1237	b1829	1911695	1912576	-
1238	b1593	1666524	1667219	-
1239	b3771	3953478	3955328	+
1240	b3772	3955331	3956875	+
1241	b3773	3956927	3957820	-
1242	b3774	3957970	3959445	+
1243	b3775	3959532	3959813	-
1244	b3406	3536812	3537288	+
1245	b3407	3537385	3539706	+
1246	b2429	2546673	2548097	+
1247	b2428	2545773	2546669	+
1248	b3402	3530715	3532439	-
1249	b3403	3532818	3534440	+
1250	b3400	3529348	3529749	+
1251	b3401	3529774	3530652	+
1252	b2131	2218564	2219481	-
1253	b2130	2217400	2218557	-
1254	b2133	2222185	2223900	+
1255	b2132	2219692	2221989	-
1256	b2135	2225044	2225631	-
1257	b2134	2223938	2224870	-
1258	b2137	2226509	2227270	-
1259	b2136	2225801	2226379	+
1260	b3716	3897506	3897973	+
1261	b2959	3101807	3102133	-
1262	b2958	3100904	3101623	-
1263	b3792	3976278	3977528	+
1264	b3793	3978601	3979953	+
1265	b3790	3974467	3975141	+
1266	b3791	3975146	3976276	+
1267	b2953	3096383	3096673	+
1268	b2952	3095820	3096386	+
1269	b2951	3095098	3095802	+
1270	b2950	3094100	3095080	-
1271	b2957	3099682	3100728	-
1272	b2956	3098558	3099565	-
1273	b2955	3097267	3098403	+
1274	b2954	3096681	3097274	+
1275	b1826	1908623	1908766	-
1276	b3717	3898022	3898609	+
1277	b1827	1909308	1910099	-
1278	b2229	2334336	2334959	-
1279	b2559	2697354	2697857	-
1280	b2558	2695801	2697357	+
1281	b2225	2327367	2328143	-
1282	b2224	2326109	2327293	+
1283	b2555	2688793	2689506	-
1284	b2226	2328148	2329797	-
1285	b2221	2323447	2324109	+
1286	b2220	2321866	2323251	+
1287	b2223	2324756	2326078	+
1288	b2222	2324109	2324759	+
1289	b2045	2117124	2118404	-
1290	b1707	1791307	1792020	-
1291	b1059	1119468	1120586	-
1292	b1058	1119307	1119447	-
1293	b2041	2111976	2113061	-
1294	b2040	2111077	2111976	-
1295	b2043	2114502	2115896	-
1296	b1706	1789808	1791244	-
1297	b1053	1114264	1115490	-
1298	b1051	1113807	1114181	-
1299	b1050	1113579	1113806	+
1300	b1057	1118480	1119046	-
1301	b1056	1117901	1118476	-
1302	b1055	1116807	1117859	+
1303	b1054	1115662	1116582	-
1304	b1704	1788435	1789481	+
1305	b1703	1787445	1788278	+
1306	b1319	1381947	1382852	+
1307	b0658	690906	691784	-
1308	b3605	3779827	3781017	+
1309	b3540	3701864	3702868	-
1310	b3715	3896774	3897439	+
1311	b1252	1311089	1311808	+
1312	b2423	2540804	2541679	-
1313	b4208	4429864	4431276	+
1314	b4319	4548285	4548788	+
1315	b4318	4547742	4548272	+
1316	b2406	2522729	2523985	-
1317	b0652	684530	685255	-
1318	b4315	4543728	4544267	+
1319	b3603	3777399	3779054	+
1320	b4313	4542037	4542633	+
1321	b4312	4540957	4541559	+
1322	b4311	4538785	4539501	-
1323	b4572	548357	549616	+
1324	b1312	1374090	1374932	+
1325	b1313	1374963	1376015	+
1326	b2422	2539717	2540814	-
1327	b0832	871890	872801	+
1328	b0833	872979	875327	+
1329	b0830	869411	870949	+
1330	b0831	870967	871887	+
1331	b0836	878248	878631	+
1332	b0837	878742	879857	+
1333	b0834	875335	876663	+
1334	b0835	876710	878035	-
1335	b0838	879854	880480	-
1336	b0839	880727	881929	+
1337	b3985	4179996	4180493	+
1338	b1839	1923365	1923706	-
1339	b1838	1922313	1922969	-
1340	b4396	4634441	4635310	-
1341	b1831	1914836	1915534	-
1342	b1830	1912768	1914816	-
1343	b1833	1916258	1917541	+
1344	b1832	1915631	1916128	-
1345	b1835	1920223	1921662	+
1346	b1834	1917510	1920143	+
1347	b1837	1922121	1922312	+
1348	b1836	1921780	1922016	+
1349	b1303	1366935	1367912	-
1350	b1302	1365550	1366815	+
1351	b1301	1364232	1365512	+
1352	b1300	1362743	1364230	+
1353	b1307	1369393	1369614	+
1354	b1306	1369025	1369384	+
1355	b1305	1368801	1369025	+
1356	b1304	1368079	1368747	+
1357	b3742	3926012	3926455	-
1358	b1309	1370216	1371895	+
1359	b1308	1369689	1370003	+
1360	b3945	4137932	4139035	-
1361	b4269	4495190	4496209	-
1362	b2802	2935584	2937359	+
1363	b4263	4488561	4490063	-
1364	b3411	3543167	3544045	+
1365	b4119	4341911	4343266	+
1366	b4260	4484440	4485951	-
1367	b4267	4493375	4494406	-
1368	b4266	4492587	4493351	-
1369	b4265	4491206	4492525	-
1370	b3410	3542728	3542964	+
1371	b3711	3892765	3893724	+
1372	b3413	3544882	3545565	+
1373	b2806	2940143	2941243	-
1374	b0638	669296	669907	-
1375	b0639	669931	670572	-
1376	b1235	1290242	1291255	+
1377	b1234	1289245	1290150	+
1378	b1233	1288674	1289132	-
1379	b1232	1287782	1288624	-
1380	b1943	2018386	2019513	+
1381	b1942	2017946	2018389	+
1382	b0630	661637	662278	-
1383	b0631	662379	662642	-
1384	b0632	662752	663963	-
1385	b0633	664102	665190	-
1386	b0634	665201	666313	-
1387	b0635	666316	668217	-
1388	b0636	668248	668715	-
1389	b0637	668719	669036	-
1390	b0546	571454	572251	+
1391	b0011	10643	11356	-
1392	b0544	568902	570428	+
1393	b0013	11382	11786	-
1394	b0014	12163	14079	+
1395	b0015	14168	15298	+
1396	b0016	15445	16557	+
1397	b0541	567138	568004	+
1398	b0018	16751	16960	-
1399	b0019	17489	18655	+
1400	b0548	572921	573091	+
1401	b0549	573084	573374	+
1402	b1549	1637047	1637457	+
1403	b2410	2526946	2527944	+
1404	b1541	1629215	1629418	+
1405	b1540	1628352	1629038	+
1406	b1542	1629453	1630913	-
1407	b1545	1633622	1634212	+
1408	b1544	1633072	1633305	+
1409	b1547	1634885	1635847	-
1410	b1546	1634310	1634885	-
1411	b0494	519139	519765	-
1412	b0495	519733	520419	+
1413	b0496	520416	522830	+
1414	b0497	523261	527541	+
1415	b0490	515919	516596	+
1416	b0491	516583	517362	+
1417	b0492	517425	518279	-
1418	b0493	518340	519149	-
1419	b3511	3656995	3657567	+
1420	b0498	527581	527949	+
1421	b0124	138835	141225	-
1422	b0125	141431	141967	+
1423	b0126	142008	142670	-
1424	b0127	142779	143705	+
1425	b0120	134788	135582	-
1426	b0121	135598	136464	-
1427	b0122	136570	136917	-
1428	b0123	137083	138633	+
1429	b0942	1002889	1003431	+
1430	b0943	1003439	1003954	+
1431	b0940	999216	1001816	+
1432	b0941	1001807	1002877	+
1433	b0946	1005952	1006494	+
1434	b0947	1006491	1007600	-
1435	b0944	1003947	1004657	+
1436	b0945	1004768	1005778	+
1437	b1956	2026323	2028017	-
1438	b3783	3966417	3967676	+
1439	b3626	3800983	3801999	-
1440	b2424	2541679	2542512	-
1441	b0308	323758	324453	+
1442	b3865	4050133	4050765	-
1443	b0304	318676	320001	-
1444	b0305	320227	321081	+
1445	b0306	321608	322327	+
1446	b0307	322338	323765	+
1447	b0301	317726	318319	-
1448	b4683	2989819	2989899	-
1449	b0303	318331	318567	-
1450	b0722	755560	755907	+
1451	b3867	4052045	4053418	+
1452	b3627	3802039	3803058	-
1453	b3513	3659232	3660389	+
1454	b2697	2819381	2822011	-
1455	b0723	755907	757673	+
1456	b3789	3973608	3974489	+
1457	b0720	753185	754468	-
1458	b3788	3972522	3973589	+
1459	b1388	1453927	1454856	+
1460	b0726	758706	761507	+
1461	b3863	4046966	4049752	+
1462	b0727	761522	762739	+
1463	b3624	3799345	3800196	-
1464	b0724	757689	758405	+
1465	b1951	2023968	2024591	+
1466	b1383	1445880	1446206	+
1467	b0899	947229	948659	+
1468	b3708	3888730	3890145	+
1469	b0728	763014	764180	+
1470	b3625	3800267	3800965	-
1471	b0729	764180	765049	+
1472	b4181	4410133	4410534	+
1473	b3881	4071773	4072651	-
1474	b3150	3296409	3296984	+
1475	b3622	3796948	3798207	+
1476	b3099	3249683	3250087	+
1477	b3098	3249375	3249680	+
1478	b3549	3713092	3713655	+
1479	b3548	3712236	3712934	-
1480	b4051	4263248	4264231	-
1481	b3091	3241827	3243314	-
1482	b3090	3241193	3241744	-
1483	b3093	3245224	3246522	+
1484	b3092	3243329	3244741	-
1485	b3095	3247773	3248435	+
1486	b3094	3246652	3247428	+
1487	b3097	3248969	3249337	+
1488	b3096	3248439	3248822	+
1489	b4053	4265782	4266861	+
1490	b4054	4267114	4268307	+
1491	b3623	3798239	3799312	-
1492	b4055	4269414	4270127	+
1493	b4056	4270238	4270654	+
1494	b3149	3295809	3296399	+
1495	b3148	3295394	3295789	+
1496	b3147	3293400	3295436	+
1497	b3146	3292475	3293335	-
1498	b3145	3291341	3292432	+
1499	b3144	3288814	3291330	+
1500	b3143	3288090	3288785	+
1501	b3142	3287426	3288010	+
1502	b3141	3286270	3287025	+
1503	b3140	3285478	3286269	+
1504	b4058	4271049	4273871	-
1505	b3620	3794929	3795975	+
1506	b4539	2089211	2089465	-
1507	b3949	4142530	4143609	+
1508	b3467	3605251	3605610	-
1509	b3967	4165428	4166285	+
1510	b1873	1957032	1958132	-
1511	b2302	2420621	2421268	+
1512	b2303	2421325	2421687	+
1513	b2300	2419234	2419788	-
1514	b2301	2419841	2420485	-
1515	b2306	2423736	2424509	-
1516	b2307	2424517	2425233	-
1517	b2304	2421708	2422601	+
1518	b2305	2422649	2423539	-
1519	b2308	2425230	2425916	-
1520	b2309	2426006	2426788	-
1521	b4155	4382643	4383620	+
1522	b3722	3903720	3905597	-
1523	b4410	4376317	4376442	+
1524	b2944	3089755	3090252	+
1525	b2945	3090347	3091054	+
1526	b2128	2215745	2216476	-
1527	b2129	2216481	2217407	-
1528	b2940	3086187	3086402	+
1529	b2942	3086706	3087860	+
1530	b2943	3088284	3089678	+
1531	b2123	2211225	2211686	+
1532	b2120	2205695	2207974	+
1533	b2121	2207967	2209103	+
1534	b2126	2212959	2214644	-
1535	b2127	2214866	2215597	+
1536	b2124	2211726	2212196	-
1537	b2125	2212243	2212962	-
1538	b4110	4329360	4330238	+
1539	b4113	4333282	4333950	-
1540	b4112	4332181	4333272	-
1541	b3710	3891615	3892790	+
1542	b2548	2678384	2679367	-
1543	b2549	2679464	2682745	-
1544	b3325	3456377	3458329	+
1545	b3324	3455578	3456393	+
1546	b3323	3453929	3455398	-
1547	b3322	3453508	3453927	-
1548	b3321	3452959	3453270	-
1549	b2239	2349935	2351011	-
1550	b2236	2348514	2348768	+
1551	b2237	2348822	2349472	-
1552	b2234	2344865	2347150	+
1553	b2235	2347384	2348514	+
1554	b2232	2339567	2340289	+
1555	b2233	2340417	2344169	-
1556	b2230	2334956	2336644	-
1557	b2231	2336793	2339420	-
1558	b2056	2129661	2130878	-
1559	b2057	2130853	2132070	-
1560	b2054	2128340	2128888	-
1561	b2055	2128904	2129650	-
1562	b1583	1655808	1656149	+
1563	b2053	2127193	2128314	-
1564	b2050	2124523	2125746	-
1565	b2051	2125743	2126222	-
1566	b2058	2132067	2132555	-
1567	b2059	2132558	2133397	-
1568	b3654	3828945	3830336	+
1569	b3959	4156013	4156789	+
1570	b1582	1655347	1655673	-
1571	b3753	3938227	3939219	+
1572	b1788	1874078	1874182	-
1573	b2434	2551713	2552138	-
1574	b2435	2552352	2553221	+
1575	b2436	2553225	2554124	+
1576	b2437	2554130	2555182	-
1577	b2430	2548102	2549406	+
1578	b2431	2549646	2550545	-
1579	b2432	2550641	2551216	-
1580	b2433	2551277	2551726	-
1581	b3707	3888435	3888509	+
1582	b3653	3827460	3828665	-
1583	b2438	2555228	2555728	-
1584	b2439	2555741	2556400	-
1585	b0139	152829	155426	-
1586	b4309	4536614	4537594	-
1587	b4154	4380510	4382318	-
1588	b3820	4004230	4004697	-
1589	b3750	3935288	3936253	+
1590	b4300	4526106	4526888	-
1591	b4301	4526905	4527537	-
1592	b4302	4527549	4527980	-
1593	b4303	4528111	4528917	-
1594	b4304	4528930	4530243	-
1595	b3585	3751992	3752966	+
1596	b4306	4532437	4533183	-
1597	b4307	4533239	4533784	-
1598	b4411	4376553	4376699	+
1599	b4219	4441538	4442176	-
1600	b3575	3742733	3743731	+
1601	b3706	3886828	3888192	+
1602	b3652	3825210	3827291	+
1603	b0138	152243	152812	-
1604	b3199	3342836	3343411	+
1605	b3822	4005864	4007693	+
1606	b3821	4004862	4005731	+
1607	b3751	3936278	3937168	+
1608	b0809	845741	846463	-
1609	b0808	843255	845480	-
1610	b0807	842332	843258	+
1611	b0806	841796	842056	-
1612	b0805	839249	841531	-
1613	b0804	838530	839207	-
1614	b0803	838190	838456	-
1615	b0802	837665	837925	-
1616	b0801	836351	837436	+
1617	b0800	835248	836210	+
1618	b1044	1105414	1105725	+
1619	b1045	1105820	1106353	+
1620	b1046	1106355	1107776	+
1621	b1047	1107784	1108941	-
1622	b1040	1102546	1103196	-
1623	b1041	1103951	1104406	+
1624	b1042	1104447	1104902	+
1625	b1043	1104961	1105293	+
1626	b1822	1906251	1907060	-
1627	b1823	1907226	1907435	-
1628	b1820	1904801	1905259	+
1629	b1821	1905688	1906254	+
1630	b1048	1109335	1110870	+
1631	b1049	1110863	1113406	+
1632	b1824	1907448	1907591	-
1633	b1825	1908261	1908548	-
1634	b0797	830872	832236	+
1635	b0796	829972	830643	-
1636	b0795	828974	829972	-
1637	b0794	827245	828981	-
1638	b0793	826119	827252	-
1639	b0792	825002	826108	-
1640	b0791	824630	825040	+
1641	b0790	823736	824497	-
1642	b1314	1376034	1376822	+
1643	b1315	1376832	1377887	+
1644	b1316	1377884	1380151	+
1645	b1317	1380148	1380807	+
1646	b1310	1371909	1373201	+
1647	b1311	1373222	1374103	+
1648	b0799	833070	835220	+
1649	b0798	832468	832950	-
1650	b3700	3880148	3881221	-
1651	b2825	2963153	2963716	-
1652	b3621	3795979	3796938	+
1653	b3823	4007757	4008377	+
1654	b2414	2532409	2533380	+
1655	b1220	1273784	1275178	+
1656	b1221	1275179	1275829	-
1657	b1222	1275822	1277618	-
1658	b1223	1277957	1279348	+
1659	b1224	1279864	1283607	+
1660	b1225	1283604	1285142	+
1661	b1226	1285139	1285849	+
1662	b1227	1285849	1286526	+
1663	b1229	1287087	1287176	-
1664	b4088	4311107	4312042	-
1665	b2890	3033657	3035174	-
1666	b1958	2028449	2029366	-
1667	b1959	2029539	2030459	+
1668	b0573	597131	597463	+
1669	b0572	595600	596973	+
1670	b0571	594760	595443	-
1671	b0570	593328	594770	-
1672	b0577	603416	604663	-
1673	b0576	601959	603335	+
1674	b0575	598714	601857	+
1675	b0574	597479	598702	+
1676	b2415	2533764	2534021	+
1677	b4059	4274125	4274661	+
1678	b0579	605518	605886	-
1679	b0578	604771	605424	-
1680	b1508	1592176	1592442	-
1681	b4268	4494623	4495186	+
1682	b1558	1641855	1642067	+
1683	b1559	1642489	1643241	-
1684	b1552	1638455	1638667	-
1685	b1553	1639030	1639527	-
1686	b1550	1637609	1637782	-
1687	b1551	1637954	1638109	-
1688	b1556	1640370	1640585	-
1689	b1557	1641339	1641554	-
1690	b1554	1639524	1640057	-
1691	b1555	1640054	1640365	-
1692	b0977	1036749	1037606	+
1693	b0976	1036354	1036752	+
1694	b0975	1035770	1036357	+
1695	b0974	1035066	1035773	+
1696	b0973	1033254	1035047	+
1697	b0972	1032139	1033257	+
1698	b2412	2530247	2531233	-
1699	b0970	1030759	1031418	-
1700	b0979	1039296	1040432	+
1701	b0978	1037740	1039284	+
1702	b0151	169778	170575	+
1703	b0150	167484	169727	+
1704	b0153	171462	173444	+
1705	b0152	170575	171465	+
1706	b0155	175107	176528	+
1707	b0154	173602	174882	-
1708	b0157	177001	177624	-
1709	b0156	176610	176954	+
1710	b0159	178455	179153	-
1711	b0158	177662	178462	-
1712	b3826	4010200	4011000	+
1713	b2413	2531463	2532224	+
1714	b4064	4278479	4279828	+
1715	b0379	399025	399333	-
1716	b0378	397872	398966	+
1717	b3506	3653961	3654527	+
1718	b3827	4011076	4011975	+
1719	b0373	392602	392901	-
1720	b0372	391739	392605	-
1721	b0375	394506	395129	+
1722	b0377	396639	397859	+
1723	b0376	395130	396287	-
1724	b4025	4233758	4235407	+
1725	b4024	4231884	4233233	-
1726	b4455	3720448	3720600	-
1727	b4027	4236262	4236900	+
1728	b4453	3699980	3700087	-
1729	b4026	4235906	4236148	+
1730	b3828	4011863	4012816	-
1731	b4021	4229453	4230142	-
1732	b4020	4227731	4229362	+
1733	b2411	2528161	2530176	-
1734	b3891	4080299	4081228	-
1735	b4023	4231359	4231631	-
1736	b4323	4552901	4554361	+
1737	b4022	4230354	4231226	+
1738	b2468	2583546	2585525	-
1739	b0207	229167	229970	+
1740	b4321	4549953	4551296	-
1741	b3829	4013053	4015314	+
1742	b0200	222833	223408	+
1743	b0209	231122	231922	+
1744	b0208	229967	230881	-
1745	b3890	4079751	4079969	+
1746	b2610	2746434	2747795	-
1747	b4325	4555490	4556320	-
